BEGIN_DATA,,,,
year,month,day,hour,demand
2014,12,31,24,20980929
2014,12,31,3,19788256
2014,12,31,6,16330197
2014,12,31,9,14430303
2014,12,31,12,15227352
2014,12,31,15,17707191
2014,12,31,18,19976827
2014,12,31,21,20852571
2015,1,1,24,20142597
2015,1,1,3,18579234
2015,1,1,6,15546089
2015,1,1,9,13688081
2015,1,1,12,13771973
2015,1,1,15,15889486
2015,1,1,18,18308200
2015,1,1,21,19580291
2015,1,2,24,19330680
2015,1,2,3,17817119
2015,1,2,6,15106049
2015,1,2,9,13286020
2015,1,2,12,12994955
2015,1,2,15,14979342
2015,1,2,18,17711992
2015,1,2,21,18884067
2015,1,3,24,18577789
2015,1,3,3,16831534
2015,1,3,6,14771119
2015,1,3,9,13056802
2015,1,3,12,12783892
2015,1,3,15,14995536
2015,1,3,18,18299131
2015,1,3,21,20236436
2015,1,4,24,20467409
2015,1,4,3,19063380
2015,1,4,6,15982567
2015,1,4,9,14231992
2015,1,4,12,15232601
2015,1,4,15,18525750
2015,1,4,18,21920224
2015,1,4,21,23707659
2015,1,5,24,23349429
2015,1,5,3,21246509
2015,1,5,6,17433781
2015,1,5,9,15309798
2015,1,5,12,16229010
2015,1,5,15,19277936
2015,1,5,18,22186131
2015,1,5,21,23215908
2015,1,6,24,22515606
2015,1,6,3,20633540
2015,1,6,6,17087562
2015,1,6,9,15128145
2015,1,6,12,16036877
2015,1,6,15,18801810
2015,1,6,18,21532068
2015,1,6,21,22760845
2015,1,7,24,22133971
2015,1,7,3,20493893
2015,1,7,6,17054143
2015,1,7,9,15100663
2015,1,7,12,16066114
2015,1,7,15,18931648
2015,1,7,18,21780026
2015,1,7,21,23239552
2015,1,8,24,22937370
2015,1,8,3,21051467
2015,1,8,6,17442988
2015,1,8,9,15280423
2015,1,8,12,15976475
2015,1,8,15,18992980
2015,1,8,18,22035263
2015,1,8,21,23577735
2015,1,9,24,23149500
2015,1,9,3,20824022
2015,1,9,6,17250149
2015,1,9,9,14906068
2015,1,9,12,14637305
2015,1,9,15,17412632
2015,1,9,18,20977092
2015,1,9,21,22582358
2015,1,10,24,22405695
2015,1,10,3,20488541
2015,1,10,6,17184464
2015,1,10,9,14836167
2015,1,10,12,14346171
2015,1,10,15,16941720
2015,1,10,18,20725795
2015,1,10,21,22751862
2015,1,11,24,22983609
2015,1,11,3,21400887
2015,1,11,6,17786247
2015,1,11,9,15663107
2015,1,11,12,16542757
2015,1,11,15,19997030
2015,1,11,18,23605475
2015,1,11,21,25296973
2015,1,12,24,25062059
2015,1,12,3,22905586
2015,1,12,6,18691279
2015,1,12,9,16341382
2015,1,12,12,17225747
2015,1,12,15,20360027
2015,1,12,18,23338261
2015,1,12,21,24759102
2015,1,13,24,24342862
2015,1,13,3,22104493
2015,1,13,6,18191044
2015,1,13,9,15931733
2015,1,13,12,16722603
2015,1,13,15,19490135
2015,1,13,18,22139203
2015,1,13,21,23562746
2015,1,14,24,23167466
2015,1,14,3,21068280
2015,1,14,6,17274843
2015,1,14,9,15090510
2015,1,14,12,15887541
2015,1,14,15,18624390
2015,1,14,18,21402814
2015,1,14,21,23023929
2015,1,15,24,23011745
2015,1,15,3,21192354
2015,1,15,6,17490621
2015,1,15,9,15339208
2015,1,15,12,16212060
2015,1,15,15,19403714
2015,1,15,18,22909905
2015,1,15,21,24686327
2015,1,16,24,24230266
2015,1,16,3,22105887
2015,1,16,6,18376518
2015,1,16,9,15913750
2015,1,16,12,15655088
2015,1,16,15,18710071
2015,1,16,18,22368954
2015,1,16,21,23983908
2015,1,17,24,23946962
2015,1,17,3,21937777
2015,1,17,6,18428161
2015,1,17,9,15981345
2015,1,17,12,15450977
2015,1,17,15,18556657
2015,1,17,18,22700856
2015,1,17,21,24480565
2015,1,18,24,24442929
2015,1,18,3,22539715
2015,1,18,6,18788198
2015,1,18,9,16592369
2015,1,18,12,17554448
2015,1,18,15,21159812
2015,1,18,18,24947037
2015,1,18,21,26626781
2015,1,19,24,26096740
2015,1,19,3,23745088
2015,1,19,6,19397536
2015,1,19,9,16884106
2015,1,19,12,17665546
2015,1,19,15,20697315
2015,1,19,18,23779918
2015,1,19,21,25129430
2015,1,20,24,24525031
2015,1,20,3,22125212
2015,1,20,6,18018098
2015,1,20,9,15709484
2015,1,20,12,16466093
2015,1,20,15,19392408
2015,1,20,18,22410582
2015,1,20,21,24115261
2015,1,21,24,23725574
2015,1,21,3,21522896
2015,1,21,6,17629443
2015,1,21,9,15465518
2015,1,21,12,16414501
2015,1,21,15,19414194
2015,1,21,18,22465339
2015,1,21,21,24108946
2015,1,22,24,23780985
2015,1,22,3,21689922
2015,1,22,6,17847957
2015,1,22,9,15643231
2015,1,22,12,16423674
2015,1,22,15,19457335
2015,1,22,18,22578245
2015,1,22,21,24331143
2015,1,23,24,23988176
2015,1,23,3,21640241
2015,1,23,6,17824915
2015,1,23,9,15346315
2015,1,23,12,15080202
2015,1,23,15,17805521
2015,1,23,18,21437799
2015,1,23,21,23288769
2015,1,24,24,23161047
2015,1,24,3,21097982
2015,1,24,6,17561090
2015,1,24,9,15169807
2015,1,24,12,14672032
2015,1,24,15,17339478
2015,1,24,18,21258314
2015,1,24,21,23304188
2015,1,25,24,23375259
2015,1,25,3,21671767
2015,1,25,6,18085108
2015,1,25,9,15970607
2015,1,25,12,16911966
2015,1,25,15,20334283
2015,1,25,18,24152879
2015,1,25,21,25994436
2015,1,26,24,25719236
2015,1,26,3,23474363
2015,1,26,6,19246427
2015,1,26,9,16698959
2015,1,26,12,17519067
