BEGIN_DATA,,,,
year,month,day,hour,wind_capacity
2016,1,1,24,0.408518641
2016,1,1,3,0.248472327666667
2016,1,1,6,0.243990246333333
2016,1,1,9,0.261620265333333
2016,1,1,12,0.316932777333333
2016,1,1,15,0.355529933
2016,1,1,18,0.353817502333333
2016,1,1,21,0.318920024666667
2016,1,2,24,0.266813556333333
2016,1,2,3,0.105797018666667
2016,1,2,6,0.101360161666667
2016,1,2,9,0.167116082
2016,1,2,12,0.227964553333333
2016,1,2,15,0.285218136
2016,1,2,18,0.306381767666667
2016,1,2,21,0.268885444333333
2016,1,3,24,0.238576654
2016,1,3,3,0.177768208
2016,1,3,6,0.264494538666667
2016,1,3,9,0.368509801333333
2016,1,3,12,0.437639696333333
2016,1,3,15,0.489081775666667
2016,1,3,18,0.517818342333333
2016,1,3,21,0.518407195
2016,1,4,24,0.480107532333333
2016,1,4,3,0.428884451
2016,1,4,6,0.439546535333333
2016,1,4,9,0.478480395
2016,1,4,12,0.505376087333333
2016,1,4,15,0.540308564
2016,1,4,18,0.510756921666667
2016,1,4,21,0.480368723333333
2016,1,5,24,0.47534986
2016,1,5,3,0.359091012
2016,1,5,6,0.433928451666667
2016,1,5,9,0.480442451666667
2016,1,5,12,0.606476639333333
2016,1,5,15,0.598367577333333
2016,1,5,18,0.531705335
2016,1,5,21,0.495449577666667
2016,1,6,24,0.430384135
2016,1,6,3,0.268393616666667
2016,1,6,6,0.279396112
2016,1,6,9,0.378788112333333
2016,1,6,12,0.479125460666667
2016,1,6,15,0.485684935666667
2016,1,6,18,0.477637325
2016,1,6,21,0.462791519666667
2016,1,7,24,0.433229770666667
2016,1,7,3,0.316974838666667
2016,1,7,6,0.335712879
2016,1,7,9,0.388859030333333
2016,1,7,12,0.505181823333333
2016,1,7,15,0.464226578
2016,1,7,18,0.378275115333333
2016,1,7,21,0.309837758666667
2016,1,8,24,0.261118061333333
2016,1,8,3,0.154660418333333
2016,1,8,6,0.152020732333333
2016,1,8,9,0.221803968
2016,1,8,12,0.341819994
2016,1,8,15,0.433888107666667
2016,1,8,18,0.477291991333333
2016,1,8,21,0.437345530666667
2016,1,9,24,0.371793336666667
2016,1,9,3,0.212205700666667
2016,1,9,6,0.210190279666667
2016,1,9,9,0.245197152
2016,1,9,12,0.294804071333333
2016,1,9,15,0.331396189666667
2016,1,9,18,0.325150632666667
2016,1,9,21,0.301487093666667
2016,1,10,24,0.292889951
2016,1,10,3,0.235149311666667
2016,1,10,6,0.252040813333333
2016,1,10,9,0.306448372666667
2016,1,10,12,0.381211657
2016,1,10,15,0.382994642333333
2016,1,10,18,0.357525696333333
2016,1,10,21,0.330965882333333
2016,1,11,24,0.296611168666667
2016,1,11,3,0.218019128
2016,1,11,6,0.220170654
2016,1,11,9,0.306338779666667
2016,1,11,12,0.402698180666667
2016,1,11,15,0.410481569
2016,1,11,18,0.393824031
2016,1,11,21,0.381554669333333
2016,1,12,24,0.38193935
2016,1,12,3,0.319581072
2016,1,12,6,0.391524002333333
2016,1,12,9,0.535897786333333
2016,1,12,12,0.675096706333333
2016,1,12,15,0.656525492
2016,1,12,18,0.603156340666667
2016,1,12,21,0.537524826333333
2016,1,13,24,0.460022432
2016,1,13,3,0.313205398666667
2016,1,13,6,0.367830474666667
2016,1,13,9,0.3883366
2016,1,13,12,0.488553274
2016,1,13,15,0.521168632
2016,1,13,18,0.491507438666667
2016,1,13,21,0.443480362333333
2016,1,14,24,0.422691648333333
2016,1,14,3,0.243211017333333
2016,1,14,6,0.275518618666667
2016,1,14,9,0.26603701
2016,1,14,12,0.305888176
2016,1,14,15,0.298267952
2016,1,14,18,0.263389526666667
2016,1,14,21,0.225861822333333
2016,1,15,24,0.190353829666667
2016,1,15,3,0.100509418
2016,1,15,6,0.131441876666667
2016,1,15,9,0.194612810333333
2016,1,15,12,0.268243667333333
2016,1,15,15,0.280442537333333
2016,1,15,18,0.281260959
2016,1,15,21,0.266694951333333
2016,1,16,24,0.232530140666667
2016,1,16,3,0.166114737
2016,1,16,6,0.186792171666667
2016,1,16,9,0.224888846
2016,1,16,12,0.202051344666667
2016,1,16,15,0.174280354333333
2016,1,16,18,0.198412790666667
2016,1,16,21,0.234062366
2016,1,17,24,0.238767311
2016,1,17,3,0.255456143333333
2016,1,17,6,0.287629567333333
2016,1,17,9,0.390605106
2016,1,17,12,0.402735216333333
2016,1,17,15,0.4069901
2016,1,17,18,0.403728655
2016,1,17,21,0.400972380333333
2016,1,18,24,0.393067321666667
2016,1,18,3,0.347505083333333
2016,1,18,6,0.384368770333333
2016,1,18,9,0.403662105666667
2016,1,18,12,0.438034082333333
2016,1,18,15,0.440161648333333
2016,1,18,18,0.404315270333333
2016,1,18,21,0.347957459333333
2016,1,19,24,0.298995427666667
2016,1,19,3,0.1870496
2016,1,19,6,0.165501373
2016,1,19,9,0.148096658666667
2016,1,19,12,0.132055894666667
2016,1,19,15,0.140690203333333
2016,1,19,18,0.172857324
2016,1,19,21,0.165539541333333
2016,1,20,24,0.141749519
2016,1,20,3,0.086601171
2016,1,20,6,0.106387530666667
2016,1,20,9,0.121745058333333
2016,1,20,12,0.132402080666667
2016,1,20,15,0.138354111
2016,1,20,18,0.162910582
2016,1,20,21,0.176856406333333
2016,1,21,24,0.155505047
2016,1,21,3,0.171487822333333
2016,1,21,6,0.216243838666667
2016,1,21,9,0.309875451666667
2016,1,21,12,0.318078383333333
2016,1,21,15,0.314335977
2016,1,21,18,0.315128435666667
2016,1,21,21,0.308373119
2016,1,22,24,0.313155066
2016,1,22,3,0.379150412
2016,1,22,6,0.478581386333333
2016,1,22,9,0.548418446666667
2016,1,22,12,0.467905014666667
2016,1,22,15,0.409347505666667
2016,1,22,18,0.397098791
2016,1,22,21,0.421374277666667
2016,1,23,24,0.431051833333333
2016,1,23,3,0.460453407
2016,1,23,6,0.468719635666667
2016,1,23,9,0.52738013
2016,1,23,12,0.596263706333333
2016,1,23,15,0.582089198333333
2016,1,23,18,0.556943086333333
2016,1,23,21,0.543381546666667
2016,1,24,24,0.530354335666667
2016,1,24,3,0.451167402333333
2016,1,24,6,0.462218419
2016,1,24,9,0.536329876333333
2016,1,24,12,0.748728217
2016,1,24,15,0.803067617666667
2016,1,24,18,0.773309272333333
2016,1,24,21,0.712331302
2016,1,25,24,0.656459937666667
2016,1,25,3,0.471725389
2016,1,25,6,0.547615381333333
2016,1,25,9,0.60303215
2016,1,25,12,0.683276445666667
2016,1,25,15,0.652046779333333
2016,1,25,18,0.582830623
2016,1,25,21,0.525527455333333
2016,1,26,24,0.474142228
2016,1,26,3,0.409735417666667
2016,1,26,6,0.543405877666667
2016,1,26,9,0.590253448
2016,1,26,12,0.688946140666667
2016,1,26,15,0.690683685333333
2016,1,26,18,0.589762544333333
2016,1,26,21,0.501850535333333
2016,1,27,24,0.411307081333333
2016,1,27,3,0.243199219
2016,1,27,6,0.265836991666667
2016,1,27,9,0.25027742
2016,1,27,12,0.268630712333333
2016,1,27,15,0.250967789666667
2016,1,27,18,0.228806262666667
2016,1,27,21,0.226671487
2016,1,28,24,0.197974338666667
2016,1,28,3,0.0907852613333333
2016,1,28,6,0.0896579346666667
2016,1,28,9,0.158347783
2016,1,28,12,0.224226032666667
2016,1,28,15,0.194169716333333
2016,1,28,18,0.179726594666667
2016,1,28,21,0.176105243
2016,1,29,24,0.171131557333333
2016,1,29,3,0.121097871666667
2016,1,29,6,0.144123393
2016,1,29,9,0.211886782666667
2016,1,29,12,0.293127956333333
2016,1,29,15,0.310440440333333
2016,1,29,18,0.325374154
2016,1,29,21,0.335120046
2016,1,30,24,0.327517960333333
2016,1,30,3,0.253694833666667
2016,1,30,6,0.267146367666667
2016,1,30,9,0.304646837
2016,1,30,12,0.424872006
2016,1,30,15,0.477163291333333
2016,1,30,18,0.466277190333333
2016,1,30,21,0.450129539333333
2016,1,31,24,0.377476494666667
2016,1,31,3,0.249145982
2016,1,31,6,0.318262224666667
2016,1,31,9,0.376888031
2016,1,31,12,0.510117009333333
2016,1,31,15,0.552916986333333
2016,1,31,18,0.511004048666667
2016,1,31,21,0.458337035
2016,2,1,24,0.376152226666667
2016,2,1,3,0.199244558333333
2016,2,1,6,0.221020954333333
2016,2,1,9,0.276247927666667
2016,2,1,12,0.399836086
2016,2,1,15,0.450480808666667
2016,2,1,18,0.439956153333333
2016,2,1,21,0.380921211333333
2016,2,2,24,0.314778605333333
2016,2,2,3,0.116452217
2016,2,2,6,0.135230564666667
2016,2,2,9,0.214929519333333
2016,2,2,12,0.373204545666667
2016,2,2,15,0.434571976
2016,2,2,18,0.443448560333333
2016,2,2,21,0.425420995
2016,2,3,24,0.351251757666667
2016,2,3,3,0.240461904333333
2016,2,3,6,0.298061300333333
2016,2,3,9,0.392841303666667
2016,2,3,12,0.551571206666667
2016,2,3,15,0.567489509666667
2016,2,3,18,0.513085457666667
2016,2,3,21,0.465327452
2016,2,4,24,0.430610981333333
2016,2,4,3,0.37071401
2016,2,4,6,0.428248798666667
2016,2,4,9,0.497303589666667
2016,2,4,12,0.677021943666667
2016,2,4,15,0.682499236
2016,2,4,18,0.607781659333333
2016,2,4,21,0.540448445666667
2016,2,5,24,0.440330174333333
2016,2,5,3,0.327518123666667
2016,2,5,6,0.370426673666667
2016,2,5,9,0.407961666
2016,2,5,12,0.589136496
2016,2,5,15,0.632600903333333
2016,2,5,18,0.585824653333333
2016,2,5,21,0.510874241
2016,2,6,24,0.407265205333333
2016,2,6,3,0.248433484
2016,2,6,6,0.374403855333333
2016,2,6,9,0.483462815
2016,2,6,12,0.701361868
2016,2,6,15,0.756823513666667
2016,2,6,18,0.709437812333333
2016,2,6,21,0.620847719333333
2016,2,7,24,0.486873783
2016,2,7,3,0.303372002666667
2016,2,7,6,0.450939014333333
2016,2,7,9,0.537033029333333
2016,2,7,12,0.651094779
2016,2,7,15,0.676246206666667
2016,2,7,18,0.638114158666667
2016,2,7,21,0.541234513333333
2016,2,8,24,0.391239127666667
2016,2,8,3,0.244821750666667
2016,2,8,6,0.355247519333333
2016,2,8,9,0.356149121333333
2016,2,8,12,0.351812121333333
2016,2,8,15,0.388338111
2016,2,8,18,0.448843307666667
2016,2,8,21,0.46386166
2016,2,9,24,0.393709584333333
2016,2,9,3,0.152535156
2016,2,9,6,0.213801096333333
2016,2,9,9,0.262525635
2016,2,9,12,0.454973989
2016,2,9,15,0.537476732333333
2016,2,9,18,0.514475223
2016,2,9,21,0.459169164
2016,2,10,24,0.361921913
2016,2,10,3,0.161980450666667
2016,2,10,6,0.184628390333333
2016,2,10,9,0.249591297666667
2016,2,10,12,0.437090573333333
2016,2,10,15,0.566051827
2016,2,10,18,0.588179314
2016,2,10,21,0.572911001666667
2016,2,11,24,0.522108874
2016,2,11,3,0.327296178
2016,2,11,6,0.396706460666667
2016,2,11,9,0.507562411333333
2016,2,11,12,0.647281404
2016,2,11,15,0.587614387
2016,2,11,18,0.534345132666667
2016,2,11,21,0.494980254
2016,2,12,24,0.494200895333333
2016,2,12,3,0.4830459
2016,2,12,6,0.448812691333333
2016,2,12,9,0.536033105
2016,2,12,12,0.570064189666667
2016,2,12,15,0.539085702333333
2016,2,12,18,0.487485154
2016,2,12,21,0.457434501666667
2016,2,13,24,0.412511841
2016,2,13,3,0.425918429
2016,2,13,6,0.486811374333333
2016,2,13,9,0.579839447
2016,2,13,12,0.561524421
2016,2,13,15,0.557982772666667
2016,2,13,18,0.543057126666667
2016,2,13,21,0.526041626333333
2016,2,14,24,0.502496248333333
2016,2,14,3,0.563572654333333
2016,2,14,6,0.702962066
2016,2,14,9,0.738200373666667
2016,2,14,12,0.710696283333333
2016,2,14,15,0.729610447333333
2016,2,14,18,0.700053644333333
2016,2,14,21,0.673383429
2016,2,15,24,0.610011230666667
2016,2,15,3,0.596178391333333
2016,2,15,6,0.697270503666667
