BEGIN_DATA,,,,
year,month,day,hour,demand
2015,7,2,12,137865656
2015,7,2,15,125436949
2015,7,2,18,102804027
2015,7,2,21,95807717
2015,7,3,24,106557557
2015,7,3,3,123717355
2015,7,3,6,136357843
2015,7,3,9,138700157
2015,7,3,12,130760358
2015,7,3,15,118417235
2015,7,3,18,97799091
2015,7,3,21,90209888
2015,7,4,24,94780251
2015,7,4,3,112201964
2015,7,4,6,125707468
2015,7,4,9,131541512
2015,7,4,12,125546625
2015,7,4,15,113934177
2015,7,4,18,95123963
2015,7,4,21,87170857
2015,7,5,24,88576337
2015,7,5,3,107026318
2015,7,5,6,121616764
2015,7,5,9,126774054
2015,7,5,12,120060767
2015,7,5,15,108450498
2015,7,5,18,93302839
2015,7,5,21,85813905
2015,7,6,24,87453192
2015,7,6,3,107914624
2015,7,6,6,127495895
2015,7,6,9,136988823
2015,7,6,12,133775068
2015,7,6,15,121593934
2015,7,6,18,100705845
2015,7,6,21,94845414
2015,7,7,24,107977951
2015,7,7,3,131453634
2015,7,7,6,151785772
2015,7,7,9,159045029
2015,7,7,12,151389631
2015,7,7,15,134436680
2015,7,7,18,109329970
2015,7,7,21,101613654
2015,7,8,24,114252650
2015,7,8,3,135871414
2015,7,8,6,151698238
2015,7,8,9,154544418
2015,7,8,12,146180601
2015,7,8,15,130778599
2015,7,8,18,107668771
2015,7,8,21,100488788
2015,7,9,24,112505981
2015,7,9,3,132018189
2015,7,9,6,147713425
2015,7,9,9,151562290
2015,7,9,12,144236837
2015,7,9,15,130214274
2015,7,9,18,107485443
2015,7,9,21,100364657
2015,7,10,24,112862657
2015,7,10,3,133229786
2015,7,10,6,149571949
2015,7,10,9,155846532
2015,7,10,12,149249804
2015,7,10,15,133464396
2015,7,10,18,109647755
2015,7,10,21,100993802
2015,7,11,24,112126475
2015,7,11,3,134318973
2015,7,11,6,151446419
2015,7,11,9,158110375
2015,7,11,12,149503229
2015,7,11,15,132079681
2015,7,11,18,107988850
2015,7,11,21,97371057
2015,7,12,24,101030628
2015,7,12,3,125169069
2015,7,12,6,144639747
2015,7,12,9,151850476
2015,7,12,12,145482966
2015,7,12,15,130616839
2015,7,12,18,107672901
2015,7,12,21,96660458
2015,7,13,24,98253855
2015,7,13,3,122335394
2015,7,13,6,144033662
2015,7,13,9,153570184
2015,7,13,12,150580140
2015,7,13,15,136219486
2015,7,13,18,111749264
2015,7,13,21,103754972
2015,7,14,24,116853895
2015,7,14,3,142103665
2015,7,14,6,162691866
2015,7,14,9,169751734
2015,7,14,12,163191373
2015,7,14,15,144584565
2015,7,14,18,117015082
2015,7,14,21,108331989
2015,7,15,24,120972132
2015,7,15,3,143186312
2015,7,15,6,160057695
2015,7,15,9,165727111
2015,7,15,12,158047048
2015,7,15,15,139730834
2015,7,15,18,114148136
2015,7,15,21,105408829
2015,7,16,24,117135886
2015,7,16,3,136482777
2015,7,16,6,151725427
2015,7,16,9,158027774
2015,7,16,12,150238723
2015,7,16,15,133238849
2015,7,16,18,108194206
2015,7,16,21,100016356
2015,7,17,24,111287157
2015,7,17,3,130934165
2015,7,17,6,147195562
2015,7,17,9,155191575
2015,7,17,12,149922544
2015,7,17,15,134479472
2015,7,17,18,109652114
2015,7,17,21,101727804
2015,7,18,24,113999110
2015,7,18,3,137979806
2015,7,18,6,158090528
2015,7,18,9,165562368
2015,7,18,12,157148417
2015,7,18,15,140260743
2015,7,18,18,115315335
2015,7,18,21,103903310
2015,7,19,24,108320861
2015,7,19,3,134152279
2015,7,19,6,153993285
2015,7,19,9,161320803
2015,7,19,12,156035597
2015,7,19,15,139657870
2015,7,19,18,115788456
2015,7,19,21,103981207
2015,7,20,24,106512012
2015,7,20,3,134145626
2015,7,20,6,157096562
2015,7,20,9,164471690
2015,7,20,12,159647673
2015,7,20,15,142961110
2015,7,20,18,118425495
2015,7,20,21,110151736
2015,7,21,24,123717355
2015,7,21,3,150381898
2015,7,21,6,171850374
2015,7,21,9,177932452
2015,7,21,12,169688980
2015,7,21,15,149740822
2015,7,21,18,121457528
2015,7,21,21,111671366
2015,7,22,24,123596551
2015,7,22,3,145689354
2015,7,22,6,162894009
2015,7,22,9,167838945
2015,7,22,12,158824989
2015,7,22,15,139418327
2015,7,22,18,112864263
2015,7,22,21,103886675
2015,7,23,24,115462870
2015,7,23,3,136572147
2015,7,23,6,154436578
2015,7,23,9,161866314
2015,7,23,12,153710262
2015,7,23,15,135928432
2015,7,23,18,110743137
2015,7,23,21,102542457
2015,7,24,24,115413195
2015,7,24,3,136866987
2015,7,24,6,154601780
2015,7,24,9,161809411
2015,7,24,12,154464226
2015,7,24,15,137195441
2015,7,24,18,112036991
2015,7,24,21,103646328
2015,7,25,24,115223556
2015,7,25,3,137315786
2015,7,25,6,155658844
2015,7,25,9,163380094
2015,7,25,12,155292990
2015,7,25,15,136877656
2015,7,25,18,111475074
2015,7,25,21,100219302
2015,7,26,24,103896541
2015,7,26,3,127779722
2015,7,26,6,148289223
2015,7,26,9,156839695
2015,7,26,12,150426181
2015,7,26,15,133934763
2015,7,26,18,110084508
2015,7,26,21,98843994
2015,7,27,24,100470432
2015,7,27,3,125277827
2015,7,27,6,147828034
2015,7,27,9,157154841
2015,7,27,12,152773199
2015,7,27,15,137751162
2015,7,27,18,113807063
2015,7,27,21,106186311
2015,7,28,24,118940031
2015,7,28,3,144825026
2015,7,28,6,166751823
2015,7,28,9,174482480
2015,7,28,12,167308004
2015,7,28,15,148305399
2015,7,28,18,120422605
2015,7,28,21,110374874
2015,7,29,24,123354484
2015,7,29,3,150755324
2015,7,29,6,173447443
2015,7,29,9,180137441
2015,7,29,12,171384826
2015,7,29,15,151532462
2015,7,29,18,123238040
