BEGIN_DATA,,,,
year,month,day,hour,wind_capacity
2016,1,1,24,0.227423876
2016,1,1,3,0.204976333
2016,1,1,6,0.195406975
2016,1,1,9,0.184414701
2016,1,1,12,0.195360281
2016,1,1,15,0.269601496666667
2016,1,1,18,0.340972856666667
2016,1,1,21,0.358532969333333
2016,1,2,24,0.382987056
2016,1,2,3,0.399092648
2016,1,2,6,0.452379610333333
2016,1,2,9,0.511424062333333
2016,1,2,12,0.523208080333333
2016,1,2,15,0.541362026333333
2016,1,2,18,0.556252777333333
2016,1,2,21,0.508429274
2016,1,3,24,0.437933446666667
2016,1,3,3,0.401596593
2016,1,3,6,0.390043206
2016,1,3,9,0.398807785666667
2016,1,3,12,0.409072043666667
2016,1,3,15,0.449566590333333
2016,1,3,18,0.512845308333333
2016,1,3,21,0.494228843666667
2016,1,4,24,0.434228142666667
2016,1,4,3,0.386034847666667
2016,1,4,6,0.374703214
2016,1,4,9,0.365776926
2016,1,4,12,0.343696242333333
2016,1,4,15,0.333232877
2016,1,4,18,0.356965648666667
2016,1,4,21,0.330435227333333
2016,1,5,24,0.299977893
2016,1,5,3,0.293003168
2016,1,5,6,0.311617279333333
2016,1,5,9,0.306045457666667
2016,1,5,12,0.279219213666667
2016,1,5,15,0.290672673333333
2016,1,5,18,0.311356418666667
2016,1,5,21,0.279003448
2016,1,6,24,0.229431863333333
2016,1,6,3,0.198940867
2016,1,6,6,0.192301943666667
2016,1,6,9,0.153609622
2016,1,6,12,0.118697238
2016,1,6,15,0.144748956
2016,1,6,18,0.190043469333333
2016,1,6,21,0.196377042
2016,1,7,24,0.211442979
2016,1,7,3,0.262728128666667
2016,1,7,6,0.319753173333333
2016,1,7,9,0.342572962
2016,1,7,12,0.373321210333333
2016,1,7,15,0.477189556333333
2016,1,7,18,0.511956245333333
2016,1,7,21,0.448257405
2016,1,8,24,0.480832097666667
2016,1,8,3,0.533623722666667
2016,1,8,6,0.532942545
2016,1,8,9,0.502026258333333
2016,1,8,12,0.461260202333333
2016,1,8,15,0.501697982666667
2016,1,8,18,0.568554930333333
2016,1,8,21,0.545970366
2016,1,9,24,0.502203220333333
2016,1,9,3,0.44777521
2016,1,9,6,0.405720161333333
2016,1,9,9,0.395150763
2016,1,9,12,0.378758404
2016,1,9,15,0.512444117666667
2016,1,9,18,0.590655457666667
2016,1,9,21,0.540161117333333
2016,1,10,24,0.523094985
2016,1,10,3,0.540339849
2016,1,10,6,0.524454212333333
2016,1,10,9,0.473909273
2016,1,10,12,0.494354025333333
2016,1,10,15,0.625525163666667
2016,1,10,18,0.623750129666667
2016,1,10,21,0.519503453333333
2016,1,11,24,0.431485513666667
2016,1,11,3,0.439389456333333
2016,1,11,6,0.447037312666667
2016,1,11,9,0.391825541666667
2016,1,11,12,0.378998801333333
2016,1,11,15,0.450369989333333
2016,1,11,18,0.511544523666667
2016,1,11,21,0.483053450333333
2016,1,12,24,0.499838770333333
2016,1,12,3,0.539796531333333
2016,1,12,6,0.581654731
2016,1,12,9,0.606008208333333
2016,1,12,12,0.658891896
2016,1,12,15,0.736503743666667
2016,1,12,18,0.770914660333333
2016,1,12,21,0.755257651666667
2016,1,13,24,0.729385318
2016,1,13,3,0.66258378
2016,1,13,6,0.607621047666667
2016,1,13,9,0.484117386
2016,1,13,12,0.449618885666667
2016,1,13,15,0.542801247333333
2016,1,13,18,0.544755098333333
2016,1,13,21,0.474543457666667
2016,1,14,24,0.488433583333333
2016,1,14,3,0.517355135
2016,1,14,6,0.494434103
2016,1,14,9,0.384863001666667
2016,1,14,12,0.364297380333333
2016,1,14,15,0.519782838333333
2016,1,14,18,0.575502843333333
2016,1,14,21,0.494682087666667
2016,1,15,24,0.414885375666667
2016,1,15,3,0.402692768
2016,1,15,6,0.368991677
2016,1,15,9,0.254748814666667
2016,1,15,12,0.249567471333333
2016,1,15,15,0.378698789666667
2016,1,15,18,0.411191912333333
2016,1,15,21,0.35711455
2016,1,16,24,0.338182543333333
2016,1,16,3,0.340816284
2016,1,16,6,0.367276845666667
2016,1,16,9,0.378012087666667
2016,1,16,12,0.430170618
2016,1,16,15,0.505664056333333
2016,1,16,18,0.482337047333333
2016,1,16,21,0.411414917333333
2016,1,17,24,0.342860969333333
2016,1,17,3,0.306098563666667
2016,1,17,6,0.273682139
2016,1,17,9,0.160143129333333
2016,1,17,12,0.138930461666667
2016,1,17,15,0.252780129333333
2016,1,17,18,0.300195596
2016,1,17,21,0.302225564333333
2016,1,18,24,0.305691176
2016,1,18,3,0.320403517666667
2016,1,18,6,0.325089736
2016,1,18,9,0.268745726333333
2016,1,18,12,0.255499973
2016,1,18,15,0.322109379666667
2016,1,18,18,0.358392301333333
2016,1,18,21,0.32451367
2016,1,19,24,0.320624586
2016,1,19,3,0.294845271666667
2016,1,19,6,0.275895572333333
2016,1,19,9,0.247277678333333
2016,1,19,12,0.284780480333333
2016,1,19,15,0.377016614333333
2016,1,19,18,0.445998389666667
2016,1,19,21,0.451122229666667
2016,1,20,24,0.443952609
2016,1,20,3,0.431562217
2016,1,20,6,0.403795046
2016,1,20,9,0.348406896
2016,1,20,12,0.332475385
2016,1,20,15,0.411503493333333
2016,1,20,18,0.429792991
2016,1,20,21,0.334079309
2016,1,21,24,0.289295765
2016,1,21,3,0.29590286
2016,1,21,6,0.278890588
2016,1,21,9,0.193980204
2016,1,21,12,0.185965627
2016,1,21,15,0.248505503666667
2016,1,21,18,0.333555259333333
2016,1,21,21,0.349727332333333
2016,1,22,24,0.317999038
2016,1,22,3,0.276834728
2016,1,22,6,0.259668246
2016,1,22,9,0.207505913666667
2016,1,22,12,0.224702474666667
2016,1,22,15,0.34656889
2016,1,22,18,0.472590841
2016,1,22,21,0.436033868
2016,1,23,24,0.372619223
2016,1,23,3,0.335511552
2016,1,23,6,0.297194671666667
2016,1,23,9,0.205645128333333
2016,1,23,12,0.180413560666667
2016,1,23,15,0.288113227
2016,1,23,18,0.393661094666667
2016,1,23,21,0.349080042333333
2016,1,24,24,0.331924795333333
2016,1,24,3,0.320394020666667
2016,1,24,6,0.304819112333333
2016,1,24,9,0.232847540666667
2016,1,24,12,0.181588526
2016,1,24,15,0.305123462333333
2016,1,24,18,0.467469432666667
2016,1,24,21,0.447547537
2016,1,25,24,0.418973516333333
2016,1,25,3,0.428353468
2016,1,25,6,0.438380772666667
2016,1,25,9,0.357499601333333
2016,1,25,12,0.319599007666667
2016,1,25,15,0.436651352333333
2016,1,25,18,0.502324248666667
2016,1,25,21,0.449637601666667
2016,1,26,24,0.430703621666667
2016,1,26,3,0.439151226666667
2016,1,26,6,0.443012939
2016,1,26,9,0.413087713666667
2016,1,26,12,0.481315996666667
2016,1,26,15,0.698754495666667
2016,1,26,18,0.732228517
2016,1,26,21,0.672516191666667
2016,1,27,24,0.714039237333333
2016,1,27,3,0.750359027
2016,1,27,6,0.773954951666667
2016,1,27,9,0.758465334333333
2016,1,27,12,0.764251754333333
2016,1,27,15,0.811686480333333
2016,1,27,18,0.798488351
2016,1,27,21,0.756261749333333
2016,1,28,24,0.712933973666667
2016,1,28,3,0.676446830666667
2016,1,28,6,0.617229212
2016,1,28,9,0.518439806333333
2016,1,28,12,0.526992779333333
2016,1,28,15,0.580042191
2016,1,28,18,0.721268871666667
2016,1,28,21,0.785103225
2016,1,29,24,0.771333906333333
2016,1,29,3,0.768501041
2016,1,29,6,0.788534477666667
2016,1,29,9,0.772080512666667
2016,1,29,12,0.864469323
2016,1,29,15,0.921660998333333
