BEGIN_DATA,,,,
year,month,day,hour,solar_capacity
2016,1,1,24,0
2016,1,1,3,0
2016,1,1,6,0
2016,1,1,9,0.147023628
2016,1,1,12,0.757542865333333
2016,1,1,15,0.785158581333333
2016,1,1,18,0.653951197666667
2016,1,1,21,0.144338417
2016,1,2,24,0
2016,1,2,3,0
2016,1,2,6,0
2016,1,2,9,0.141187470333333
2016,1,2,12,0.737676225
2016,1,2,15,0.800804567
2016,1,2,18,0.732349131
2016,1,2,21,0.194420591
2016,1,3,24,0
2016,1,3,3,0
2016,1,3,6,0
2016,1,3,9,0.151736301
2016,1,3,12,0.750587855
2016,1,3,15,0.779000799666667
2016,1,3,18,0.661665324333333
2016,1,3,21,0.131305319333333
2016,1,4,24,0
2016,1,4,3,0
2016,1,4,6,0
2016,1,4,9,0.09058145
2016,1,4,12,0.542939900333333
2016,1,4,15,0.626583256
2016,1,4,18,0.435596093
2016,1,4,21,0.0651689836666667
2016,1,5,24,0
2016,1,5,3,0
2016,1,5,6,0
2016,1,5,9,0.050632105
2016,1,5,12,0.447034667333333
2016,1,5,15,0.627747761
2016,1,5,18,0.48246096
2016,1,5,21,0.072663036
2016,1,6,24,0
2016,1,6,3,0
2016,1,6,6,0
2016,1,6,9,0.056878878
2016,1,6,12,0.413414227666667
2016,1,6,15,0.523373497666667
2016,1,6,18,0.329788693333333
2016,1,6,21,0.0406777646666667
2016,1,7,24,0
2016,1,7,3,0
2016,1,7,6,0
2016,1,7,9,0.0507617633333333
2016,1,7,12,0.423112083333333
2016,1,7,15,0.533814213
2016,1,7,18,0.350365041666667
2016,1,7,21,0.046003884
2016,1,8,24,0
2016,1,8,3,0
2016,1,8,6,0
2016,1,8,9,0.0385797456666667
2016,1,8,12,0.337437145333333
2016,1,8,15,0.495272517
2016,1,8,18,0.352230856
2016,1,8,21,0.0488956403333333
2016,1,9,24,0
2016,1,9,3,0
2016,1,9,6,0
2016,1,9,9,0.0742107423333333
2016,1,9,12,0.540502183
2016,1,9,15,0.642193469666667
2016,1,9,18,0.424813826
2016,1,9,21,0.0624024186666667
2016,1,10,24,0
2016,1,10,3,0
2016,1,10,6,0
2016,1,10,9,0.0863024273333333
2016,1,10,12,0.625412029
2016,1,10,15,0.731745430666667
2016,1,10,18,0.615310114333333
2016,1,10,21,0.147331687
2016,1,11,24,0
2016,1,11,3,0
2016,1,11,6,0
2016,1,11,9,0.120170647
2016,1,11,12,0.735426675
2016,1,11,15,0.811463515666667
2016,1,11,18,0.718724191
2016,1,11,21,0.166778678
2016,1,12,24,0
2016,1,12,3,0
2016,1,12,6,0
2016,1,12,9,0.138675346333333
2016,1,12,12,0.762500867666667
2016,1,12,15,0.803573186333333
2016,1,12,18,0.653378187333333
2016,1,12,21,0.120102867
2016,1,13,24,0
2016,1,13,3,0
2016,1,13,6,0
2016,1,13,9,0.066272558
2016,1,13,12,0.476861164666667
2016,1,13,15,0.541226003
2016,1,13,18,0.310243683666667
2016,1,13,21,0.0323869083333333
2016,1,14,24,0
2016,1,14,3,0
2016,1,14,6,0
2016,1,14,9,0.0713528916666667
2016,1,14,12,0.51617288
2016,1,14,15,0.640411109666667
2016,1,14,18,0.534239054666667
2016,1,14,21,0.110416997
2016,1,15,24,0
2016,1,15,3,0
2016,1,15,6,0
2016,1,15,9,0.091543777
2016,1,15,12,0.622006273333333
2016,1,15,15,0.724435647
2016,1,15,18,0.565607479
2016,1,15,21,0.095628295
2016,1,16,24,0
2016,1,16,3,0
2016,1,16,6,0
2016,1,16,9,0.0685151106666667
2016,1,16,12,0.514814572
2016,1,16,15,0.609955323333333
2016,1,16,18,0.397283136333333
2016,1,16,21,0.0397760143333333
2016,1,17,24,0
2016,1,17,3,0
2016,1,17,6,0
2016,1,17,9,0.027387316
2016,1,17,12,0.318310866666667
2016,1,17,15,0.448124772
2016,1,17,18,0.278132864
2016,1,17,21,0.0330879296666667
2016,1,18,24,0
2016,1,18,3,0
2016,1,18,6,0
2016,1,18,9,0.048404528
2016,1,18,12,0.438194732666667
2016,1,18,15,0.569319135
2016,1,18,18,0.396003314333333
2016,1,18,21,0.058728191
2016,1,19,24,0
2016,1,19,3,0
2016,1,19,6,0
2016,1,19,9,0.092781247
2016,1,19,12,0.631951908666667
2016,1,19,15,0.744260431
2016,1,19,18,0.611509185666667
2016,1,19,21,0.108426976
2016,1,20,24,0
2016,1,20,3,0
2016,1,20,6,0
2016,1,20,9,0.0548265976666667
2016,1,20,12,0.404530771333333
2016,1,20,15,0.521370888333333
2016,1,20,18,0.331748052333333
2016,1,20,21,0.0350258736666667
2016,1,21,24,0
2016,1,21,3,0
2016,1,21,6,0
2016,1,21,9,0.0484349693333333
2016,1,21,12,0.421335199333333
2016,1,21,15,0.564288346666667
2016,1,21,18,0.366122255333333
2016,1,21,21,0.044703613
2016,1,22,24,0
2016,1,22,3,0
2016,1,22,6,0
2016,1,22,9,0.0344560173333333
2016,1,22,12,0.319927292
2016,1,22,15,0.445491586333333
2016,1,22,18,0.293592089
2016,1,22,21,0.036152146
2016,1,23,24,0
2016,1,23,3,0
2016,1,23,6,0
2016,1,23,9,0.0590347466666667
2016,1,23,12,0.478753428333333
2016,1,23,15,0.607121944666667
2016,1,23,18,0.426879359666667
2016,1,23,21,0.063994924
2016,1,24,24,0
2016,1,24,3,0
2016,1,24,6,0
2016,1,24,9,0.095566708
2016,1,24,12,0.580694396666667
2016,1,24,15,0.685094541333333
2016,1,24,18,0.494825202333333
2016,1,24,21,0.062404613
2016,1,25,24,0
2016,1,25,3,0
2016,1,25,6,0
2016,1,25,9,0.0958674003333333
2016,1,25,12,0.649721537666667
2016,1,25,15,0.743297530333333
2016,1,25,18,0.595350771
2016,1,25,21,0.098164561
2016,1,26,24,0
2016,1,26,3,0
2016,1,26,6,0
2016,1,26,9,0.0931689806666667
2016,1,26,12,0.629224238666667
2016,1,26,15,0.740389554333333
2016,1,26,18,0.608362154
2016,1,26,21,0.110049338666667
2016,1,27,24,0
2016,1,27,3,0
2016,1,27,6,0
2016,1,27,9,0.080084479
