BEGIN_DATA,,,,
year,month,day,hour,wind_capacity
2016,1,1,24,0.561785416
2016,1,1,3,0.560591271666667
2016,1,1,6,0.608337205333333
2016,1,1,9,0.647286200333333
2016,1,1,12,0.633560252333333
2016,1,1,15,0.556078429333333
2016,1,1,18,0.412107315666667
2016,1,1,21,0.422612408
2016,1,2,24,0.583737815666667
2016,1,2,3,0.705684408333333
2016,1,2,6,0.692970420666667
2016,1,2,9,0.639467882666667
2016,1,2,12,0.623510699333333
2016,1,2,15,0.504611490666667
2016,1,2,18,0.243198751666667
2016,1,2,21,0.301796756666667
2016,1,3,24,0.468874043333333
2016,1,3,3,0.579447762333333
2016,1,3,6,0.637558854666667
2016,1,3,9,0.612278862
2016,1,3,12,0.499306116333333
2016,1,3,15,0.294472404
2016,1,3,18,0.0812107926666667
2016,1,3,21,0.0677675153333333
2016,1,4,24,0.133339274333333
2016,1,4,3,0.228374493666667
2016,1,4,6,0.261863699
2016,1,4,9,0.233533283333333
2016,1,4,12,0.214173033666667
2016,1,4,15,0.232145758333333
2016,1,4,18,0.228268652666667
2016,1,4,21,0.343202839333333
2016,1,5,24,0.600736808
2016,1,5,3,0.670417338333333
2016,1,5,6,0.561915107333333
2016,1,5,9,0.485169463
2016,1,5,12,0.422997240333333
2016,1,5,15,0.423296659666667
2016,1,5,18,0.531059985
2016,1,5,21,0.500857351666667
2016,1,6,24,0.564232356666667
2016,1,6,3,0.575892554
2016,1,6,6,0.514010134333333
2016,1,6,9,0.435570488666667
2016,1,6,12,0.362493487
2016,1,6,15,0.262659968333333
2016,1,6,18,0.200231686
2016,1,6,21,0.174675711333333
2016,1,7,24,0.268491148666667
2016,1,7,3,0.370899777333333
2016,1,7,6,0.281394360666667
2016,1,7,9,0.221571675666667
2016,1,7,12,0.236922987666667
2016,1,7,15,0.203332933333333
2016,1,7,18,0.183240298333333
2016,1,7,21,0.211819886
2016,1,8,24,0.258274309
2016,1,8,3,0.261705049666667
2016,1,8,6,0.235834039666667
2016,1,8,9,0.271252425
2016,1,8,12,0.30939784
2016,1,8,15,0.304219369333333
2016,1,8,18,0.313788800333333
2016,1,8,21,0.364697265333333
2016,1,9,24,0.420880846
2016,1,9,3,0.433248181333333
2016,1,9,6,0.442582378666667
2016,1,9,9,0.504849984333333
2016,1,9,12,0.555393254
2016,1,9,15,0.526222966
2016,1,9,18,0.490689942333333
2016,1,9,21,0.488313063
2016,1,10,24,0.419342236333333
2016,1,10,3,0.305480074333333
2016,1,10,6,0.228043979
2016,1,10,9,0.219965669
2016,1,10,12,0.225979496
2016,1,10,15,0.164246181333333
2016,1,10,18,0.115592069666667
2016,1,10,21,0.188608340333333
2016,1,11,24,0.278720349666667
2016,1,11,3,0.429643941333333
2016,1,11,6,0.462286906333333
2016,1,11,9,0.474257207333333
2016,1,11,12,0.436768025333333
2016,1,11,15,0.372943024333333
2016,1,11,18,0.444157409666667
2016,1,11,21,0.556715692666667
2016,1,12,24,0.580774465666667
2016,1,12,3,0.630105651
2016,1,12,6,0.728668734666667
2016,1,12,9,0.662379537
2016,1,12,12,0.527510825
2016,1,12,15,0.270764847666667
2016,1,12,18,0.0971651573333333
2016,1,12,21,0.137002149666667
2016,1,13,24,0.250326202333333
2016,1,13,3,0.559921210333333
2016,1,13,6,0.677824475333333
2016,1,13,9,0.653021014666667
2016,1,13,12,0.593129155666667
2016,1,13,15,0.404889058666667
2016,1,13,18,0.154594529333333
2016,1,13,21,0.214849673333333
2016,1,14,24,0.435159283
2016,1,14,3,0.618716178666667
2016,1,14,6,0.730295568666667
2016,1,14,9,0.737579101
2016,1,14,12,0.699306047
2016,1,14,15,0.567745773
2016,1,14,18,0.457677268333333
2016,1,14,21,0.564569109666667
2016,1,15,24,0.626289900666667
2016,1,15,3,0.719393911
2016,1,15,6,0.756140469
2016,1,15,9,0.718659226
2016,1,15,12,0.606054207666667
2016,1,15,15,0.363830479333333
2016,1,15,18,0.208471697
2016,1,15,21,0.212619607333333
2016,1,16,24,0.276799233
2016,1,16,3,0.306664007
2016,1,16,6,0.273240400666667
2016,1,16,9,0.270822266
2016,1,16,12,0.293464541333333
2016,1,16,15,0.276509662
2016,1,16,18,0.240131932
2016,1,16,21,0.268924154
2016,1,17,24,0.252333164666667
2016,1,17,3,0.281278562
2016,1,17,6,0.420443262666667
2016,1,17,9,0.468896667
2016,1,17,12,0.379002960666667
2016,1,17,15,0.292751514
2016,1,17,18,0.206399973
2016,1,17,21,0.167210845
2016,1,18,24,0.17547694
2016,1,18,3,0.15809209
2016,1,18,6,0.130696454666667
2016,1,18,9,0.129672994333333
2016,1,18,12,0.126446857666667
2016,1,18,15,0.112837143
2016,1,18,18,0.0938051133333333
2016,1,18,21,0.137772504666667
2016,1,19,24,0.342793010666667
2016,1,19,3,0.418558337
2016,1,19,6,0.381370297333333
2016,1,19,9,0.370893948333333
2016,1,19,12,0.352891551
2016,1,19,15,0.29803216
2016,1,19,18,0.276294767666667
2016,1,19,21,0.271661728333333
2016,1,20,24,0.260837812333333
2016,1,20,3,0.375129787
2016,1,20,6,0.363463570666667
2016,1,20,9,0.334331771333333
2016,1,20,12,0.282052689
2016,1,20,15,0.245825133333333
2016,1,20,18,0.293356854
2016,1,20,21,0.39821229
2016,1,21,24,0.394937661333333
2016,1,21,3,0.349355885333333
2016,1,21,6,0.333172653666667
2016,1,21,9,0.327972517666667
2016,1,21,12,0.362505558666667
2016,1,21,15,0.379972289333333
2016,1,21,18,0.441849146333333
2016,1,21,21,0.481776027
2016,1,22,24,0.458042337
2016,1,22,3,0.373726213
2016,1,22,6,0.307819207
2016,1,22,9,0.331135936333333
2016,1,22,12,0.344118725666667
2016,1,22,15,0.245246816666667
2016,1,22,18,0.166433933
2016,1,22,21,0.180271954
2016,1,23,24,0.291712449666667
2016,1,23,3,0.429429845333333
2016,1,23,6,0.431810734666667
2016,1,23,9,0.47069946
2016,1,23,12,0.523793639333333
2016,1,23,15,0.490476050333333
2016,1,23,18,0.390166780333333
2016,1,23,21,0.414992771
2016,1,24,24,0.561016386666667
2016,1,24,3,0.586929495666667
2016,1,24,6,0.454899586
2016,1,24,9,0.366817294
2016,1,24,12,0.315217542
2016,1,24,15,0.250737329666667
2016,1,24,18,0.198184742333333
2016,1,24,21,0.317301314666667
2016,1,25,24,0.488095445666667
2016,1,25,3,0.498035277333333
2016,1,25,6,0.515339642666667
2016,1,25,9,0.577328220666667
2016,1,25,12,0.621199119
2016,1,25,15,0.624744382666667
2016,1,25,18,0.711067516666667
2016,1,25,21,0.718571010666667
2016,1,26,24,0.742549751666667
2016,1,26,3,0.771240703333333
2016,1,26,6,0.606096122
2016,1,26,9,0.516615405
