BEGIN_DATA,,,,
year,month,day,hour,demand
2015,7,2,9,209809294
2015,7,2,12,197882560
2015,7,2,15,163301967
2015,7,2,18,144303033
2015,7,2,21,152273520
2015,7,3,24,177071909
2015,7,3,3,199768273
2015,7,3,6,208525707
2015,7,3,9,201425973
2015,7,3,12,185792345
2015,7,3,15,155460888
2015,7,3,18,136880811
2015,7,3,21,137719728
2015,7,4,24,158894856
2015,7,4,3,183081997
2015,7,4,6,195802906
2015,7,4,9,193306805
2015,7,4,12,178171192
2015,7,4,15,151060489
2015,7,4,18,132860204
2015,7,4,21,129949549
2015,7,5,24,149793423
2015,7,5,3,177119921
2015,7,5,6,188840668
2015,7,5,9,185777890
2015,7,5,12,168315335
2015,7,5,15,147711187
2015,7,5,18,130568024
2015,7,5,21,127838919
2015,7,6,24,149955355
2015,7,6,3,182991308
2015,7,6,6,202364356
2015,7,6,9,204674088
2015,7,6,12,190633800
2015,7,6,15,159825667
2015,7,6,18,142319919
2015,7,6,21,152326006
2015,7,7,24,185257503
2015,7,7,3,219202240
2015,7,7,6,237076594
2015,7,7,9,233494289
2015,7,7,12,212465090
2015,7,7,15,174337814
2015,7,7,18,153097982
2015,7,7,21,162290104
2015,7,8,24,192779363
2015,7,8,3,221861306
2015,7,8,6,232159077
2015,7,8,9,225156056
2015,7,8,12,206335402
2015,7,8,15,170875624
2015,7,8,18,151281446
2015,7,8,21,160368769
2015,7,9,24,188018099
2015,7,9,3,215320678
2015,7,9,6,227608447
2015,7,9,9,221339714
2015,7,9,12,204938928
2015,7,9,15,170541434
2015,7,9,18,151006626
2015,7,9,21,160661142
2015,7,10,24,189316485
2015,7,10,3,217800258
2015,7,10,6,232395523
2015,7,10,9,229373701
2015,7,10,12,210514672
2015,7,10,15,174429879
2015,7,10,18,152804232
2015,7,10,21,159764748
2015,7,11,24,189929798
2015,7,11,3,220352631
2015,7,11,6,235777348
2015,7,11,9,231494999
2015,7,11,12,208240217
2015,7,11,15,172501489
2015,7,11,18,149060682
2015,7,11,21,146373050
2015,7,12,24,174126321
2015,7,12,3,209770918
2015,7,12,6,225823576
2015,7,12,9,224056945
2015,7,12,12,204885409
2015,7,12,15,171844638
2015,7,12,18,148361671
2015,7,12,21,143461707
2015,7,13,24,169417199
2015,7,13,3,207257953
2015,7,13,6,227518618
2015,7,13,9,229836094
2015,7,13,12,214008869
2015,7,13,15,177862470
2015,7,13,18,156631070
