BEGIN_DATA,,,,
year,month,day,hour,demand
2015,7,2,24,47709826
2015,7,2,3,40929500
2015,7,2,6,34557935
2015,7,2,9,34204747
2015,7,2,12,39248322
2015,7,2,15,45105202
2015,7,2,18,48411987
2015,7,2,21,47972388
2015,7,3,24,44672470
2015,7,3,3,38844661
2015,7,3,6,32827368
2015,7,3,9,31649752
2015,7,3,12,34874584
2015,7,3,15,41173913
2015,7,3,18,44986509
2015,7,3,21,45878996
2015,7,4,24,42800684
2015,7,4,3,37628498
2015,7,4,6,31887219
2015,7,4,9,30262897
2015,7,4,12,32597490
2015,7,4,15,39633392
2015,7,4,18,43447915
2015,7,4,21,44187137
2015,7,5,24,40596429
2015,7,5,3,36334156
2015,7,5,6,31292388
2015,7,5,9,29793505
2015,7,5,12,32391022
2015,7,5,15,40389398
2015,7,5,18,46118792
2015,7,5,21,48179700
2015,7,6,24,45775240
2015,7,6,3,39927555
2015,7,6,6,33923513
2015,7,6,9,33946762
2015,7,6,12,40441196
2015,7,6,15,48653509
2015,7,6,18,54562307
2015,7,6,21,55409703
2015,7,7,24,51449022
2015,7,7,3,43808612
2015,7,7,6,36643216
2015,7,7,9,36305447
2015,7,7,12,42412321
2015,7,7,15,49859995
2015,7,7,18,53891988
2015,7,7,21,53575861
2015,7,8,24,49805186
2015,7,8,3,42739731
2015,7,8,6,36181493
2015,7,8,9,35939770
2015,7,8,12,41530354
2015,7,8,15,48392713
2015,7,8,18,52664542
2015,7,8,21,52551912
2015,7,9,24,49339448
2015,7,9,3,42625937
2015,7,9,6,36113795
2015,7,9,9,35935595
2015,7,9,12,41745415
2015,7,9,15,48881218
2015,7,9,18,53491821
2015,7,9,21,54343271
2015,7,10,24,50860053
2015,7,10,3,43616599
2015,7,10,6,36750586
2015,7,10,9,35900420
2015,7,10,12,41659045
2015,7,10,15,49408029
2015,7,10,18,54206710
2015,7,10,21,55060088
2015,7,11,24,50539911
2015,7,11,3,43270919
2015,7,11,6,35988838
2015,7,11,9,33850594
2015,7,11,12,37570195
2015,7,11,15,46674674
2015,7,11,18,51836621
2015,7,11,21,53066196
2015,7,12,24,49462397
2015,7,12,3,42950376
2015,7,12,6,35875485
2015,7,12,9,33427660
2015,7,12,12,36490714
2015,7,12,15,45815474
2015,7,12,18,51953066
2015,7,12,21,53992934
2015,7,13,24,51528164
2015,7,13,3,44582286
2015,7,13,6,37509644
2015,7,13,9,37022785
2015,7,13,12,43635431
2015,7,13,15,52617242
2015,7,13,18,58234166
2015,7,13,21,59278553
2015,7,14,24,55534901
2015,7,14,3,47006220
2015,7,14,6,39194717
2015,7,14,9,38640802
2015,7,14,12,44803370
2015,7,14,15,52493569
2015,7,14,18,57099153
2015,7,14,21,57704905
2015,7,15,24,53651189
2015,7,15,3,45630367
2015,7,15,6,38230195
2015,7,15,9,37554575
2015,7,15,12,43161783
2015,7,15,15,49872884
2015,7,15,18,54219117
2015,7,15,21,55009093
2015,7,16,24,51068248
2015,7,16,3,43404590
2015,7,16,6,36207754
2015,7,16,9,35666367
2015,7,16,12,41107620
2015,7,16,15,48029848
2015,7,16,18,52783557
2015,7,16,21,54354353
2015,7,17,24,51143094
2015,7,17,3,43916102
2015,7,17,6,36733200
2015,7,17,9,36337890
2015,7,17,12,42402163
2015,7,17,15,51067003
2015,7,17,18,56708220
2015,7,17,21,57612392
2015,7,18,24,53410671
2015,7,18,3,45977251
2015,7,18,6,38466015
2015,7,18,9,36165030
2015,7,18,12,40371209
2015,7,18,15,49856863
2015,7,18,18,55158263
2015,7,18,21,56378521
2015,7,19,24,53144454
2015,7,19,3,45955167
2015,7,19,6,38646424
2015,7,19,9,35915317
2015,7,19,12,39818137
2015,7,19,15,50255144
2015,7,19,18,56319697
2015,7,19,21,57593078
2015,7,20,24,54458351
2015,7,20,3,46874999
2015,7,20,6,39734859
2015,7,20,9,39310278
2015,7,20,12,46173962
2015,7,20,15,55658613
2015,7,20,18,61442053
2015,7,20,21,61903334
2015,7,21,24,57641905
2015,7,21,3,48734739
2015,7,21,6,40596107
2015,7,21,9,39759393
2015,7,21,12,45626231
2015,7,21,15,53453193
2015,7,21,18,58053596
2015,7,21,21,58324711
2015,7,22,24,53778997
2015,7,22,3,45326889
2015,7,22,6,37744822
2015,7,22,9,36998171
2015,7,22,12,42714997
2015,7,22,15,50196399
2015,7,22,18,55368786
2015,7,22,21,56389483
2015,7,23,24,52170094
2015,7,23,3,44264633
2015,7,23,6,37087392
2015,7,23,9,36726253
2015,7,23,12,42729854
2015,7,23,15,50326456
2015,7,23,18,55394123
2015,7,23,21,56408516
2015,7,24,24,52507864
2015,7,24,3,44789156
2015,7,24,6,37520405
2015,7,24,9,36912042
2015,7,24,12,42712748
2015,7,24,15,50544930
2015,7,24,18,55846289
2015,7,24,21,56970140
2015,7,25,24,52564962
2015,7,25,3,44734788
2015,7,25,6,37106224
2015,7,25,9,34857197
2015,7,25,12,38540781
2015,7,25,15,47619200
2015,7,25,18,53324863
2015,7,25,21,54854945
2015,7,26,24,51059213
2015,7,26,3,43934894
2015,7,26,6,36684293
2015,7,26,9,34211091
2015,7,26,12,37292856
2015,7,26,15,46950889
2015,7,26,18,53322896
2015,7,26,21,55094098
2015,7,27,24,52221651
2015,7,27,3,45165914
2015,7,27,6,38204979
2015,7,27,9,37940489
2015,7,27,12,44306633
2015,7,27,15,53754383
2015,7,27,18,59762962
2015,7,27,21,60899341
2015,7,28,24,56911717
2015,7,28,3,48337221
2015,7,28,6,40180039
2015,7,28,9,39309837
2015,7,28,12,46007648
2015,7,28,15,55975744
2015,7,28,18,62085188
2015,7,28,21,62630510
2015,7,29,24,58256772
2015,7,29,3,49381006
2015,7,29,6,41126010
2015,7,29,9,40120973
2015,7,29,12,46460818
2015,7,29,15,55789874
2015,7,29,18,61742721
2015,7,29,21,62066156
2015,7,30,24,57779068
2015,7,30,3,48845683
2015,7,30,6,40681072
2015,7,30,9,39839619
2015,7,30,12,45931477
2015,7,30,15,54723322
2015,7,30,18,60152409
2015,7,30,21,60140403
2015,7,31,24,55561924
2015,7,31,3,46966468
2015,7,31,6,38730505
2015,7,31,9,37520204
2015,7,31,12,43532839
2015,7,31,15,51821845
2015,7,31,18,57126898
2015,7,31,21,58074998
2015,8,1,24,52600176
2015,8,1,3,44108196
2015,8,1,6,36346885
2015,8,1,9,34080271
2015,8,1,12,37883953
2015,8,1,15,46849943
2015,8,1,18,51973825
2015,8,1,21,53654120
2015,8,2,24,49934560
2015,8,2,3,42334504
2015,8,2,6,35246564
2015,8,2,9,32791913
2015,8,2,12,36152744
2015,8,2,15,45679515
2015,8,2,18,52303765
2015,8,2,21,55035634
2015,8,3,24,51929777
2015,8,3,3,43862939
2015,8,3,6,36671805
2015,8,3,9,36365556
2015,8,3,12,42678337
2015,8,3,15,51132292
2015,8,3,18,57321200
2015,8,3,21,58583459
2015,8,4,24,54504647
2015,8,4,3,45693167
2015,8,4,6,38059503
2015,8,4,9,37381394
2015,8,4,12,43361345
2015,8,4,15,51939775
2015,8,4,18,57841025
2015,8,4,21,58502711
2015,8,5,24,54042041
2015,8,5,3,45345480
2015,8,5,6,37823964
2015,8,5,9,37214437
2015,8,5,12,43016388
2015,8,5,15,50972402
2015,8,5,18,56535440
2015,8,5,21,56758894
2015,8,6,24,52277625
2015,8,6,3,44139515
2015,8,6,6,36993915
2015,8,6,9,36719146
2015,8,6,12,42179673
2015,8,6,15,48644394
2015,8,6,18,52941841
2015,8,6,21,53348152
2015,8,7,24,50088186
2015,8,7,3,43044937
2015,8,7,6,36451524
2015,8,7,9,36224899
2015,8,7,12,41698074
2015,8,7,15,48297148
2015,8,7,18,52771511
2015,8,7,21,53765505
2015,8,8,24,49967485
2015,8,8,3,42862600
2015,8,8,6,36032565
2015,8,8,9,34156000
2015,8,8,12,37564533
2015,8,8,15,45239395
2015,8,8,18,49987642
2015,8,8,21,51250062
2015,8,9,24,48150669
2015,8,9,3,41685547
2015,8,9,6,35245721
2015,8,9,9,33101294
2015,8,9,12,36098778
2015,8,9,15,44556588
2015,8,9,18,50751077
2015,8,9,21,53015040
2015,8,10,24,50497629
2015,8,10,3,43512000
2015,8,10,6,36813426
2015,8,10,9,36945330
2015,8,10,12,43175636
2015,8,10,15,50498392
2015,8,10,18,55268845
2015,8,10,21,55816696
2015,8,11,24,52371664
2015,8,11,3,44372123
2015,8,11,6,37366417
2015,8,11,9,37355214
2015,8,11,12,43110908
2015,8,11,15,50202061
2015,8,11,18,55433554
2015,8,11,21,56180485
2015,8,12,24,52062042
2015,8,12,3,43598932
2015,8,12,6,36287578
2015,8,12,9,35884279
2015,8,12,12,41879045
2015,8,12,15,49166387
2015,8,12,18,54403059
2015,8,12,21,55807060
2015,8,13,24,51518728
2015,8,13,3,42936523
2015,8,13,6,35658697
2015,8,13,9,35420227
2015,8,13,12,41216636
2015,8,13,15,48538148
2015,8,13,18,54003976
2015,8,13,21,55400989
2015,8,14,24,51320290
2015,8,14,3,43104122
2015,8,14,6,35858701
2015,8,14,9,35518683
2015,8,14,12,41324569
2015,8,14,15,49030910
2015,8,14,18,55419259
2015,8,14,21,56659715
2015,8,15,24,51513628
2015,8,15,3,43151945
2015,8,15,6,35922826
2015,8,15,9,33843086
2015,8,15,12,37737072
2015,8,15,15,46971327
2015,8,15,18,53229700
2015,8,15,21,54418237
2015,8,16,24,50188850
2015,8,16,3,42591445
2015,8,16,6,35561125
2015,8,16,9,33298286
2015,8,16,12,36677065
2015,8,16,15,46501011
2015,8,16,18,53402680
2015,8,16,21,55411871
2015,8,17,24,52077702
2015,8,17,3,44169911
2015,8,17,6,37289684
2015,8,17,9,37538233
2015,8,17,12,44140439
2015,8,17,15,52898756
2015,8,17,18,58526080
2015,8,17,21,58244044
2015,8,18,24,54168564
2015,8,18,3,45267422
2015,8,18,6,38180405
2015,8,18,9,38326242
2015,8,18,12,44499771
2015,8,18,15,51471909
2015,8,18,18,56400726
2015,8,18,21,56711232
2015,8,19,24,53067681
2015,8,19,3,44728926
2015,8,19,6,37809428
2015,8,19,9,38148122
2015,8,19,12,44426049
2015,8,19,15,51103141
2015,8,19,18,55132283
2015,8,19,21,54351141
2015,8,20,24,50757220
2015,8,20,3,43058950
2015,8,20,6,36686461
2015,8,20,9,37166936
2015,8,20,12,42972380
2015,8,20,15,48691253
2015,8,20,18,52470040
2015,8,20,21,52904699
2015,8,21,24,49525960
2015,8,21,3,42070777
2015,8,21,6,35612160
2015,8,21,9,35752576
2015,8,21,12,41300798
2015,8,21,15,47554071
2015,8,21,18,52051401
2015,8,21,21,52624349
2015,8,22,24,48355571
2015,8,22,3,41145003
2015,8,22,6,34526334
2015,8,22,9,32901772
2015,8,22,12,36262161
2015,8,22,15,43703049
2015,8,22,18,48379463
2015,8,22,21,49650274
2015,8,23,24,46173159
2015,8,23,3,39511326
2015,8,23,6,33573135
2015,8,23,9,32068471
2015,8,23,12,34869404
2015,8,23,15,41970434
2015,8,23,18,47161653
2015,8,23,21,49518612
2015,8,24,24,47359649
2015,8,24,3,40392932
2015,8,24,6,34465984
2015,8,24,9,34970631
2015,8,24,12,41034822
2015,8,24,15,47924044
2015,8,24,18,52762075
2015,8,24,21,53709251
2015,8,25,24,50145886
2015,8,25,3,41710843
2015,8,25,6,35266841
2015,8,25,9,35593488
2015,8,25,12,40913720
2015,8,25,15,46668209
2015,8,25,18,50875151
2015,8,25,21,52052405
2015,8,26,24,48615484
2015,8,26,3,40195458
2015,8,26,6,33900144
2015,8,26,9,34288747
2015,8,26,12,39451899
2015,8,26,15,44529524
2015,8,26,18,48508796
2015,8,26,21,49641441
2015,8,27,24,46723701
2015,8,27,3,39001580
2015,8,27,6,33052829
2015,8,27,9,33598753
2015,8,27,12,38825146
2015,8,27,15,43417559
2015,8,27,18,47110900
2015,8,27,21,48581956
2015,8,28,24,46112849
2015,8,28,3,38836751
2015,8,28,6,32910124
2015,8,28,9,33428262
2015,8,28,12,38768811
2015,8,28,15,44355299
2015,8,28,18,48717393
2015,8,28,21,49452198
2015,8,29,24,45550422
2015,8,29,3,38828198
2015,8,29,6,32845477
2015,8,29,9,31692074
2015,8,29,12,34950674
2015,8,29,15,42101133
2015,8,29,18,46598624
2015,8,29,21,47374747
2015,8,30,24,44745951
2015,8,30,3,38688866
2015,8,30,6,32900808
2015,8,30,9,31439951
2015,8,30,12,34215628
2015,8,30,15,41312563
2015,8,30,18,46900255
2015,8,30,21,48890373
2015,8,31,24,47377317
2015,8,31,3,40398593
2015,8,31,6,34491923
2015,8,31,9,35419625
2015,8,31,12,41892898
2015,8,31,15,48955582
2015,8,31,18,55101084
2015,8,31,21,57173436
2015,9,1,24,53656529
2015,9,1,3,44185852
2015,9,1,6,36838160
2015,9,1,9,36991265
2015,9,1,12,43180093
2015,9,1,15,51507324
2015,9,1,18,58122218
2015,9,1,21,59482010
2015,9,2,24,55492137
2015,9,2,3,45615952
2015,9,2,6,37900456
2015,9,2,9,37981164
