BEGIN_DATA,,,,
year,month,day,hour,wind_capacity
2016,1,1,24,0.331125044
2016,1,1,3,0.297225907
2016,1,1,6,0.289629817333333
2016,1,1,9,0.239824446666667
2016,1,1,12,0.156193642666667
2016,1,1,15,0.2888714
2016,1,1,18,0.604445729666667
2016,1,1,21,0.505843838333333
2016,1,2,24,0.401180549666667
2016,1,2,3,0.331357074
2016,1,2,6,0.442644819666667
2016,1,2,9,0.389819913
2016,1,2,12,0.243097433
2016,1,2,15,0.342176554333333
2016,1,2,18,0.564514655333333
2016,1,2,21,0.473231513
2016,1,3,24,0.403166026333333
2016,1,3,3,0.355843847666667
2016,1,3,6,0.455812759333333
2016,1,3,9,0.403481629
2016,1,3,12,0.302114481333333
2016,1,3,15,0.431407694333333
2016,1,3,18,0.607695663333333
2016,1,3,21,0.452321296333333
2016,1,4,24,0.368825268
2016,1,4,3,0.328379813
2016,1,4,6,0.419732555666667
2016,1,4,9,0.372333506333333
2016,1,4,12,0.302942357
2016,1,4,15,0.444123979666667
2016,1,4,18,0.687714296333333
2016,1,4,21,0.525036087333333
2016,1,5,24,0.396174117
2016,1,5,3,0.363477052
2016,1,5,6,0.478839901
2016,1,5,9,0.392886708666667
2016,1,5,12,0.257739093
2016,1,5,15,0.365067164333333
2016,1,5,18,0.668531007333333
2016,1,5,21,0.528667340666667
2016,1,6,24,0.384408801
2016,1,6,3,0.326873076
2016,1,6,6,0.381398285333333
2016,1,6,9,0.337680873333333
2016,1,6,12,0.239872052333333
2016,1,6,15,0.382552238666667
2016,1,6,18,0.693458495
2016,1,6,21,0.590263439
2016,1,7,24,0.436746245
2016,1,7,3,0.374113939333333
2016,1,7,6,0.429256234333333
2016,1,7,9,0.379013039666667
2016,1,7,12,0.257361400333333
2016,1,7,15,0.383510957
2016,1,7,18,0.67357329
2016,1,7,21,0.611499812666667
2016,1,8,24,0.477838423666667
2016,1,8,3,0.422537965666667
2016,1,8,6,0.495243308
2016,1,8,9,0.423911160666667
2016,1,8,12,0.251623499
2016,1,8,15,0.383358861333333
2016,1,8,18,0.691914082666667
2016,1,8,21,0.583590772
2016,1,9,24,0.488100798
2016,1,9,3,0.428666304
2016,1,9,6,0.431609547
2016,1,9,9,0.357455333333333
2016,1,9,12,0.202565895333333
2016,1,9,15,0.316862
2016,1,9,18,0.650033207333333
2016,1,9,21,0.556169296333333
2016,1,10,24,0.421932182333333
2016,1,10,3,0.345364803333333
2016,1,10,6,0.325923727
2016,1,10,9,0.226562138666667
2016,1,10,12,0.122900562
2016,1,10,15,0.259401254
2016,1,10,18,0.599676131
2016,1,10,21,0.511772968
2016,1,11,24,0.388793948
2016,1,11,3,0.322632248666667
2016,1,11,6,0.291114998333333
2016,1,11,9,0.209982847666667
2016,1,11,12,0.139067081
2016,1,11,15,0.274775333666667
2016,1,11,18,0.560802309666667
2016,1,11,21,0.506691521
2016,1,12,24,0.408079057
2016,1,12,3,0.359996763
2016,1,12,6,0.391810261333333
2016,1,12,9,0.287153028333333
2016,1,12,12,0.149976385
2016,1,12,15,0.253260432333333
2016,1,12,18,0.590379819666667
2016,1,12,21,0.549638847333333
2016,1,13,24,0.410196457333333
2016,1,13,3,0.352971811
2016,1,13,6,0.340826108333333
2016,1,13,9,0.233056661333333
2016,1,13,12,0.137040957
2016,1,13,15,0.287808343333333
2016,1,13,18,0.636666488333333
2016,1,13,21,0.545747791333333
2016,1,14,24,0.410807065333333
2016,1,14,3,0.358009282666667
2016,1,14,6,0.345424293
2016,1,14,9,0.290896289666667
2016,1,14,12,0.178348374666667
2016,1,14,15,0.307976449333333
2016,1,14,18,0.630411668
2016,1,14,21,0.555652765666667
2016,1,15,24,0.428985490666667
2016,1,15,3,0.371717547333333
2016,1,15,6,0.439693314
2016,1,15,9,0.349166552333333
2016,1,15,12,0.178251298
2016,1,15,15,0.263885079666667
2016,1,15,18,0.571525547666667
2016,1,15,21,0.516459992666667
2016,1,16,24,0.392657217666667
2016,1,16,3,0.339206364666667
2016,1,16,6,0.352825457
2016,1,16,9,0.246418713
2016,1,16,12,0.124096758666667
2016,1,16,15,0.215393118
2016,1,16,18,0.507515950666667
2016,1,16,21,0.468671713666667
2016,1,17,24,0.340329693666667
2016,1,17,3,0.275332172333333
2016,1,17,6,0.292924130333333
