BEGIN_DATA,,,,
year,month,day,hour,solar_capacity
2016,1,1,24,0
2016,1,1,3,0
2016,1,1,6,0
2016,1,1,9,7.8e-06
2016,1,1,12,0.628076458666667
2016,1,1,15,0.971206390333333
2016,1,1,18,0.96951305
2016,1,1,21,0.824699908
2016,1,2,24,0.133566074666667
2016,1,2,3,0
2016,1,2,6,0
2016,1,2,9,3.5e-06
2016,1,2,12,0.564018017666667
2016,1,2,15,0.889920674333333
2016,1,2,18,0.897270893666667
2016,1,2,21,0.659255895666667
2016,1,3,24,0.0812489976666667
2016,1,3,3,0
2016,1,3,6,0
2016,1,3,9,6.03333333333333e-06
2016,1,3,12,0.504763858333333
2016,1,3,15,0.895341454666667
2016,1,3,18,0.8903443
2016,1,3,21,0.700872230666667
2016,1,4,24,0.100630736666667
2016,1,4,3,0
2016,1,4,6,0
2016,1,4,9,5.73333333333333e-06
2016,1,4,12,0.672767817666667
2016,1,4,15,0.956195430333333
2016,1,4,18,0.921337845
2016,1,4,21,0.775088329333333
2016,1,5,24,0.105814871
2016,1,5,3,0
2016,1,5,6,0
2016,1,5,9,1.06e-06
2016,1,5,12,0.612826200666667
2016,1,5,15,0.928709987666667
2016,1,5,18,0.892962408333333
2016,1,5,21,0.628742070666667
2016,1,6,24,0.075504162
2016,1,6,3,0
2016,1,6,6,0
2016,1,6,9,3.83333333333333e-06
2016,1,6,12,0.639813831
2016,1,6,15,0.952372972
2016,1,6,18,0.930245533666667
2016,1,6,21,0.763770450666667
2016,1,7,24,0.119905578666667
2016,1,7,3,0
2016,1,7,6,0
2016,1,7,9,1.24666666666667e-06
2016,1,7,12,0.561104644333333
2016,1,7,15,0.882609004333333
2016,1,7,18,0.858406481666667
2016,1,7,21,0.688886315666667
2016,1,8,24,0.106071446333333
2016,1,8,3,0
2016,1,8,6,0
2016,1,8,9,2.55666666666667e-06
2016,1,8,12,0.639557626333333
2016,1,8,15,0.954823536
2016,1,8,18,0.947854788333333
2016,1,8,21,0.771834155666667
2016,1,9,24,0.112226841333333
2016,1,9,3,0
2016,1,9,6,0
2016,1,9,9,1.68e-06
2016,1,9,12,0.645913602
2016,1,9,15,0.957673386
2016,1,9,18,0.960805814333333
2016,1,9,21,0.829952016
2016,1,10,24,0.130018283666667
2016,1,10,3,0
2016,1,10,6,0
2016,1,10,9,1.62333333333333e-06
2016,1,10,12,0.624828775666667
2016,1,10,15,0.940185222333333
2016,1,10,18,0.922932081666667
2016,1,10,21,0.752487359333333
2016,1,11,24,0.107024734
2016,1,11,3,0
2016,1,11,6,0
2016,1,11,9,7.13333333333333e-07
2016,1,11,12,0.581382701666667
2016,1,11,15,0.928232972
2016,1,11,18,0.908914206333333
2016,1,11,21,0.737416645666667
2016,1,12,24,0.106355807333333
2016,1,12,3,0
2016,1,12,6,0
2016,1,12,9,8.9e-07
2016,1,12,12,0.632028253666667
2016,1,12,15,0.926366421333333
2016,1,12,18,0.913896323333333
2016,1,12,21,0.678653305333333
2016,1,13,24,0.0812624856666667
2016,1,13,3,0
2016,1,13,6,0
2016,1,13,9,2.10666666666667e-07
2016,1,13,12,0.598341508333333
2016,1,13,15,0.914677617666667
2016,1,13,18,0.944649280333333
2016,1,13,21,0.816989265333333
2016,1,14,24,0.114458587666667
2016,1,14,3,0
2016,1,14,6,0
2016,1,14,9,1.68333333333333e-08
2016,1,14,12,0.669754003666667
2016,1,14,15,0.966993531
2016,1,14,18,0.972412280666667
2016,1,14,21,0.840210682333333
2016,1,15,24,0.120607679666667
2016,1,15,3,0
2016,1,15,6,0
2016,1,15,9,0
2016,1,15,12,0.667212212333333
2016,1,15,15,0.978323666666667
2016,1,15,18,0.978394391666667
2016,1,15,21,0.847642530333333
2016,1,16,24,0.121392205
2016,1,16,3,0
2016,1,16,6,0
2016,1,16,9,0
2016,1,16,12,0.619848908
2016,1,16,15,0.958116568
2016,1,16,18,0.946676871333333
2016,1,16,21,0.792913035666667
2016,1,17,24,0.113023704333333
2016,1,17,3,0
2016,1,17,6,0
2016,1,17,9,0
2016,1,17,12,0.606807408333333
2016,1,17,15,0.947400514
2016,1,17,18,0.935713957333333
2016,1,17,21,0.787633903333333
2016,1,18,24,0.108579478666667
2016,1,18,3,0
2016,1,18,6,0
2016,1,18,9,0
2016,1,18,12,0.519328666
2016,1,18,15,0.883703528
2016,1,18,18,0.862993595666667
2016,1,18,21,0.633248831
2016,1,19,24,0.0785322913333333
2016,1,19,3,0
2016,1,19,6,0
2016,1,19,9,0
2016,1,19,12,0.500251429333333
2016,1,19,15,0.877325693666667
2016,1,19,18,0.878791115333333
2016,1,19,21,0.651796048333333
2016,1,20,24,0.0814210586666667
2016,1,20,3,0
2016,1,20,6,0
2016,1,20,9,0
2016,1,20,12,0.560840154
2016,1,20,15,0.917673109666667
2016,1,20,18,0.888419571333333
2016,1,20,21,0.693122039666667
2016,1,21,24,0.089372458
2016,1,21,3,0
2016,1,21,6,0
2016,1,21,9,0
2016,1,21,12,0.609299898333333
2016,1,21,15,0.946134031666667
2016,1,21,18,0.947468320666667
2016,1,21,21,0.79291468
2016,1,22,24,0.10220842
2016,1,22,3,0
2016,1,22,6,0
2016,1,22,9,0
2016,1,22,12,0.643806478
2016,1,22,15,0.957546898333333
2016,1,22,18,0.946298030333333
2016,1,22,21,0.767985086
2016,1,23,24,0.0912160623333333
2016,1,23,3,0
2016,1,23,6,0
2016,1,23,9,0
2016,1,23,12,0.570945762666667
2016,1,23,15,0.924479448333333
2016,1,23,18,0.931893783666667
2016,1,23,21,0.786763958666667
2016,1,24,24,0.103230676333333
2016,1,24,3,0
2016,1,24,6,0
2016,1,24,9,0
2016,1,24,12,0.626267375666667
2016,1,24,15,0.968820860666667
2016,1,24,18,0.969142488333333
2016,1,24,21,0.833953192
2016,1,25,24,0.0991604166666667
2016,1,25,3,0
2016,1,25,6,0
2016,1,25,9,0
2016,1,25,12,0.620254313333333
2016,1,25,15,0.932238189666667
2016,1,25,18,0.944503310666667
2016,1,25,21,0.80348793
2016,1,26,24,0.0970170603333333
2016,1,26,3,0
