BEGIN_DATA,,,,
year,month,day,hour,solar_capacity
2016,1,1,24,0
2016,1,1,3,0.105557695
2016,1,1,6,0.529531926333333
2016,1,1,9,0.488540046666667
2016,1,1,12,0.217602155333333
2016,1,1,15,0
2016,1,1,18,0
2016,1,1,21,0
2016,1,2,24,0
2016,1,2,3,0.0766758016666667
2016,1,2,6,0.44092833
2016,1,2,9,0.445623809666667
2016,1,2,12,0.192303063333333
2016,1,2,15,0
2016,1,2,18,0
2016,1,2,21,0
2016,1,3,24,0
2016,1,3,3,0.0438997803333333
2016,1,3,6,0.270019245666667
2016,1,3,9,0.297858514
2016,1,3,12,0.0861788243333333
2016,1,3,15,0
2016,1,3,18,0
2016,1,3,21,0
2016,1,4,24,0
2016,1,4,3,0.0652756916666667
2016,1,4,6,0.501383758666667
2016,1,4,9,0.52170837
2016,1,4,12,0.297600778666667
2016,1,4,15,0
2016,1,4,18,0
2016,1,4,21,0
2016,1,5,24,0
2016,1,5,3,0.151680927333333
2016,1,5,6,0.652398328
2016,1,5,9,0.621837285333333
2016,1,5,12,0.325950546333333
2016,1,5,15,0
2016,1,5,18,0
2016,1,5,21,0
2016,1,6,24,0
2016,1,6,3,0.110686090333333
2016,1,6,6,0.580414942666667
2016,1,6,9,0.549197449666667
2016,1,6,12,0.252279613333333
2016,1,6,15,0
2016,1,6,18,0
2016,1,6,21,0
2016,1,7,24,0
2016,1,7,3,0.0979636273333333
2016,1,7,6,0.515725898
2016,1,7,9,0.487941587666667
2016,1,7,12,0.256181872
2016,1,7,15,0
2016,1,7,18,0
2016,1,7,21,0
2016,1,8,24,0
2016,1,8,3,0.132287985666667
2016,1,8,6,0.649917044333333
2016,1,8,9,0.632530938333333
2016,1,8,12,0.367184031333333
2016,1,8,15,0
2016,1,8,18,0
2016,1,8,21,0
2016,1,9,24,0
2016,1,9,3,0.121140727666667
2016,1,9,6,0.598371378333333
2016,1,9,9,0.582867979333333
2016,1,9,12,0.319968678
2016,1,9,15,0
2016,1,9,18,0
2016,1,9,21,0
2016,1,10,24,0
2016,1,10,3,0.12525963
2016,1,10,6,0.602219633666667
2016,1,10,9,0.608975339333333
2016,1,10,12,0.347780156333333
2016,1,10,15,0
2016,1,10,18,0
2016,1,10,21,0
2016,1,11,24,0
2016,1,11,3,0.0966083626666667
2016,1,11,6,0.495789952666667
2016,1,11,9,0.489730375666667
2016,1,11,12,0.238514625333333
2016,1,11,15,0
2016,1,11,18,0
2016,1,11,21,0
2016,1,12,24,0
2016,1,12,3,0.107171084333333
2016,1,12,6,0.60101534
2016,1,12,9,0.576671988333333
2016,1,12,12,0.348200186
2016,1,12,15,0
2016,1,12,18,0
2016,1,12,21,0
2016,1,13,24,0
2016,1,13,3,0.125216823
2016,1,13,6,0.586546816333333
2016,1,13,9,0.580642397666667
